tweet_id,timestamp,source,text,url,rating_numerator,rating_denominator,name,favorite_count,retweet_count,dog_growth_phase,wholesome_rates,jpg_url
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,bruno,24437.0,4129.0,secret,1.3,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg
889665388333682689,2017-07-25 01:55:32,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,none,41810.0,8286.0,puppo,1.3,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12.0,10.0,ted,23539.0,3692.0,secret,1.2,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg
889531135344209921,2017-07-24 17:02:04,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,stuart,13289.0,1872.0,puppo,1.3,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,oliver,21986.0,4409.0,secret,1.3,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,jim,25488.0,3735.0,secret,1.2,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13.0,10.0,zeke,22348.0,3506.0,secret,1.3,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13.0,10.0,ralphus,17228.0,2857.0,secret,1.3,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12.0,10.0,gerald,19067.0,2877.0,secret,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,jeffrey,26479.0,4510.0,secret,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,roxy.thedoxy,40514.0,9791.0,secret,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13.0,10.0,canela,59867.0,14931.0,secret,1.3,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,emmylouroo,29446.0,8762.0,secret,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,none,26860.0,4962.0,secret,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13.0,10.0,maya,30186.0,6270.0,secret,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://www.gofundme.com/mingusneedsus,13.0,10.0,mingus,10441.0,2607.0,secret,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,derek,19628.0,3712.0,secret,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg
886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12.0,10.0,roscoe,18442.0,2611.0,pupper,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,waffles,24407.0,5237.0,secret,1.3,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,jimbo,28456.0,5580.0,secret,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,maisey,31423.0,5296.0,secret,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13.0,10.0,none,19152.0,3643.0,secret,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,earl,66876.0,14916.0,secret,1.2,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13.0,10.0,lola,24261.0,4630.0,secret,1.3,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13.0,10.0,kevin,21204.0,3888.0,secret,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14.0,10.0,itselizabethgales,23751.0,4768.0,secret,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12.0,10.0,yogi,17855.0,2489.0,doggo,1.2,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12.0,10.0,noah,19056.0,2846.0,secret,1.2,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://twitter.com/dog_rates/status/883482846933004288/photo/1,13.5,10.0,bella,39979.0,8203.0,secret,1.35,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg
883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10.0,grizzwald,19839.0,3058.0,floofer,1.3,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13.0,10.0,none,32319.0,5502.0,secret,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13.0,10.0,rusty,20870.0,3223.0,secret,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10.0,gus,24652.0,4071.0,pupper,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13.0,10.0,stanley,24492.0,5030.0,secret,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13.0,10.0,alfy,38978.0,9559.0,secret,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13.0,10.0,koko,25587.0,4056.0,secret,1.3,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12.0,10.0,rey,21341.0,2835.0,secret,1.2,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13.0,10.0,gary,44289.0,8895.0,secret,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg
881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://twitter.com/dog_rates/status/881536004380872706/video/1,14.0,10.0,puffie_the_chow,43214.0,13322.0,pupper,1.4,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12.0,10.0,elliot,20399.0,4472.0,secret,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13.0,10.0,louis,14965.0,2322.0,secret,1.3,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12.0,10.0,none,18612.0,3187.0,secret,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12.0,10.0,bella,24882.0,5179.0,secret,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12.0,10.0,jesse,23539.0,3442.0,secret,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11.0,10.0,none,24197.0,3632.0,secret,1.1,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13.0,10.0,romeo,19610.0,2910.0,secret,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12.0,10.0,bailey,20601.0,2616.0,secret,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13.0,10.0,duddles,92320.0,37178.0,secret,1.3,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12.0,10.0,jack,14772.0,2628.0,secret,1.2,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11.0,10.0,steven,19718.0,3926.0,secret,1.1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13.0,10.0,beau,16687.0,2228.0,secret,1.3,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg
878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13.0,10.0,snoopy,17063.0,3413.0,puppo,1.3,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",https://www.gofundme.com/3yd6y1c,13.0,10.0,shadow,6743.0,1067.0,secret,1.3,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14.0,10.0,emmy,36949.0,5698.0,secret,1.4,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13.0,10.0,aja,68919.0,15697.0,secret,1.3,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12.0,10.0,penny,19798.0,3146.0,secret,1.2,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13.0,10.0,dante,24030.0,4312.0,secret,1.3,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12.0,10.0,nelly,23758.0,4594.0,secret,1.2,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg
876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12.0,10.0,ginger,18136.0,2791.0,pupper,1.2,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg
876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13.0,10.0,benedict,16477.0,1987.0,secret,1.3,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13.0,10.0,venti,24566.0,3884.0,secret,1.3,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13.0,10.0,goose,21985.0,3561.0,secret,1.3,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg
875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://twitter.com/dog_rates/status/875144289856114688/video/1,13.0,10.0,nugget,19331.0,4129.0,secret,1.3,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg
875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12.0,10.0,none,22447.0,3948.0,secret,1.2,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg
874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12.0,10.0,cash,24480.0,3899.0,secret,1.2,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg
874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10.0,jed,22843.0,3462.0,pupper,1.3,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg
874057562936811520,2017-06-12 00:15:36,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12.0,10.0,none,20020.0,3363.0,secret,1.2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg
874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://twitter.com/dog_rates/status/874012996292530176/photo/1,13.0,10.0,sebastian,29980.0,8537.0,puppo,1.3,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg
873580283840344065,2017-06-10 16:39:04,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",https://twitter.com/dog_rates/status/873580283840344065/photo/1,13.0,10.0,none,21285.0,3331.0,secret,1.3,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",https://www.gofundme.com/help-my-baby-sierra-get-better,12.0,10.0,sierra,6293.0,1324.0,pupper,1.2,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg
